token_id,token_str,count,avg_expert_size,avg_expert_size_excluding_null,null_fraction
48651,mediation,75,83.95,256.0,0.672083
60547,onuts,6,84.0,256.0,0.671875
58611, Zedong,31,84.04,256.0,0.671707
52867,kenau,34,84.08,256.0,0.671569
63552,-american,30,84.18,256.0,0.671181
57505, telomerase,119,84.19,256.0,0.671131
14578,ervice,226,84.21,256.0,0.671045
56976,oside,49,84.24,256.0,0.670918
22187, peroxide,210,84.25,256.0,0.670883
53481,PTION,10,84.27,256.0,0.670833
9960, horizontal,852,84.3,256.0,0.670689
61337,CER,54,84.35,256.0,0.670525
55007, veneers,87,84.41,256.0,0.670259
54211,ntz,6,84.44,256.0,0.670139
39002, eggplant,99,84.5,256.0,0.669928
56423,pea,132,84.65,256.0,0.66935
55089, heifers,29,84.69,256.0,0.669181
47304,-summer,67,84.7,256.0,0.669154
41186,annual,123,84.73,256.0,0.669038
57069,uffering,53,84.73,256.0,0.669025
45212,otroph,25,84.8,256.0,0.66875
13348,velation,17,84.86,256.0,0.668505
55209,alloween,6,84.89,256.0,0.668403
38183,ashire,7,84.95,256.0,0.668155
30090,atsby,25,85.01,256.0,0.667917
61671,ти,45,85.04,256.0,0.667824
30115,-carotene,118,85.04,256.0,0.667814
44360,ginine,40,85.07,256.0,0.667708
64527, Ossetia,13,85.13,256.0,0.667468
3240,orthern,78,85.2,256.0,0.667201
54954, mastectomy,39,85.2,256.0,0.667201
58186,aunton,68,85.29,256.0,0.66682
58652,vale,53,85.33,256.0,0.666667
52357,-emission,62,85.42,256.0,0.666331
38943,alers,126,85.46,256.0,0.666171
53327,igong,17,85.49,256.0,0.666054
33190,hetamine,33,85.49,256.0,0.666035
60464,acidosis,14,85.52,256.0,0.665923
21364,ertiary,22,85.58,256.0,0.66572
31281,-processing,138,85.58,256.0,0.665685
47578,-weather,61,85.81,256.0,0.664788
35840,rocytes,113,85.88,256.0,0.664546
51146,iliate,76,85.89,256.0,0.664474
62372,-touch,31,85.94,256.0,0.664315
57797,い,101,85.94,256.0,0.664295
20017,iagnosed,29,85.98,256.0,0.664152
52152,azardous,45,85.99,256.0,0.66412
40863,waffe,8,86.0,256.0,0.664062
2895,iforn,46,86.03,256.0,0.663949
64513,blastoma,23,86.03,256.0,0.663949
59988, lymphocytic,42,86.03,256.0,0.663938
41952,anah,76,86.07,256.0,0.663788
40770,-mode,65,86.07,256.0,0.663782
61544,-wind,45,86.1,256.0,0.663657
28836,thello,17,86.12,256.0,0.663603
48598,tenberg,59,86.15,256.0,0.663489
50041,rypted,70,86.17,256.0,0.663393
55443, planing,28,86.19,256.0,0.663318
60303,-treating,27,86.22,256.0,0.663194
61412,amot,29,86.25,256.0,0.663075
